ExpID: 1768622538
Start Location: 1000
Location: Chicago_sat
Number of Location: 1000
StartTime: 2026-01-16 23:02:18.463105

Item: 1000, Location ID: tzzH1opTDd2sVPxCFza03Q_41.878805_-87.644035, lat:41.878805, long:-87.644035, alt2282, time(sec): 15.123999118804932
Item: 1515, Location ID: S_bj6BEocaaR3MCDbUs1uw_41.871660_-87.664547, lat:41.87166, long:-87.664547, alt2282, time(sec): 14.237549304962158
Item: 1516, Location ID: 7pr7LKpFPvomhP3GM7c-xg_41.865450_-87.634877, lat:41.86545, long:-87.634877, alt2280, time(sec): 14.141733884811401
Item: 1517, Location ID: JMI_aH3eMs8wLJbxW-Z7Tg_41.882711_-87.676650, lat:41.882711, long:-87.67665, alt2284, time(sec): 14.16303038597107
Item: 1518, Location ID: 3C4hhlpw_vQiJDtqlWHv8Q_41.860453_-87.668686, lat:41.860453, long:-87.668686, alt2286, time(sec): 14.19147276878357
Item: 1519, Location ID: n5Nz8OsTj0Dec2utFdXcyQ_41.866470_-87.646214, lat:41.86647, long:-87.646214, alt2285, time(sec): 15.207437515258789
Item: 1520, Location ID: 4p1b80r4xOW2_3NAhOAZQQ_41.884846_-87.627865, lat:41.884846, long:-87.627865, alt2280, time(sec): 15.157593250274658
Item: 1521, Location ID: I68v9oO-dvszzNpvz094og_41.882415_-87.667515, lat:41.882415, long:-87.667515, alt2286, time(sec): 14.304715633392334
Item: 1522, Location ID: 2E5lgLi-r7p_orKa6csjww_41.878966_-87.633376, lat:41.878966, long:-87.633376, alt2283, time(sec): 17.154993057250977
Item: 1523, Location ID: 94fns9dn_OUPX4nQx6ZL6A_41.860987_-87.649205, lat:41.860987, long:-87.649205, alt2275, time(sec): 14.16025185585022
Item: 1524, Location ID: 6gKEPHrgkneZ9sp0aphS3Q_41.868041_-87.626350, lat:41.868041, long:-87.62635, alt2285, time(sec): 15.13399887084961
Item: 1525, Location ID: W0cCsUfcFss5raPjr6AcnQ_41.894203_-87.650103, lat:41.894203, long:-87.650103, alt2283, time(sec): 15.148725748062134
Item: 1526, Location ID: tYWOlW7wzcCkZyFv4v4pYQ_41.888433_-87.629010, lat:41.888433, long:-87.62901, alt2283, time(sec): 15.183736562728882
Item: 1527, Location ID: hv9ziP9ZsZdKZpcRjmejRg_41.895028_-87.650096, lat:41.895028, long:-87.650096, alt2285, time(sec): 14.185643434524536
Item: 1528, Location ID: QOVJTTso4HpFPVbvvXt7Vg_41.864525_-87.627319, lat:41.864525, long:-87.627319, alt2281, time(sec): 14.129755973815918
Item: 1529, Location ID: iZZ7LSPAzMeDaPVWUprvxw_41.853655_-87.627143, lat:41.853655, long:-87.627143, alt2283, time(sec): 15.179685354232788
Item: 1530, Location ID: u_N1dnzWJ0P62b31QMJ7QQ_41.875907_-87.680004, lat:41.875907, long:-87.680004, alt2280, time(sec): 14.177330255508423
Item: 1531, Location ID: fov3AU31EUjhgTOp-ldAvQ_41.865774_-87.625587, lat:41.865774, long:-87.625587, alt2283, time(sec): 14.170563697814941
Item: 1532, Location ID: 5LV0dBs4UzWLH5nt8QFQCQ_41.879327_-87.683361, lat:41.879327, long:-87.683361, alt2282, time(sec): 14.145659446716309
Item: 1533, Location ID: I4eKuxRPQy78F3Uua794wA_41.864066_-87.673273, lat:41.864066, long:-87.673273, alt2281, time(sec): 14.142844200134277
Item: 1534, Location ID: fJCEJ6hZAn2Rt64BEjDfoQ_41.892591_-87.685421, lat:41.892591, long:-87.685421, alt2282, time(sec): 14.16336727142334
Item: 1535, Location ID: 2BFZm7O1-OhXSOm__W4jgA_41.861172_-87.687470, lat:41.861172, long:-87.68747, alt2283, time(sec): 14.152241945266724
Item: 1536, Location ID: OEUugUonS6SXyKL-Jt2rQA_41.861232_-87.627700, lat:41.861232, long:-87.6277, alt2285, time(sec): 14.164472579956055
Item: 1537, Location ID: lnn2XwFiT_9UHEwREg3iEA_41.883301_-87.668424, lat:41.883301, long:-87.668424, alt2284, time(sec): 14.169950485229492
Item: 1538, Location ID: MalUvRyslcRx0jrVQ9sfSA_41.887901_-87.639254, lat:41.887901, long:-87.639254, alt2296, time(sec): 16.157374143600464
Item: 1539, Location ID: 8XFUgJNFi7EdMlzMGIEGGQ_41.868710_-87.681175, lat:41.86871, long:-87.681175, alt2281, time(sec): 14.184371948242188
Item: 1540, Location ID: D95q9Vu5YaQWMt_uq-HncA_41.887704_-87.633014, lat:41.887704, long:-87.633014, alt2278, time(sec): 15.145174503326416
Item: 1541, Location ID: 8p5nNy0N868kYaqfUOE1YA_41.892751_-87.631113, lat:41.892751, long:-87.631113, alt2282, time(sec): 15.12510895729065
Item: 1542, Location ID: pm5B42j6_-Mf9IH1mP4SXg_41.854723_-87.659740, lat:41.854723, long:-87.65974, alt2280, time(sec): 15.164291858673096
Item: 1543, Location ID: 6Lr2bsc5sJt__FHOqzvV6w_41.880084_-87.638339, lat:41.880084, long:-87.638339, alt2277, time(sec): 17.161123991012573
Item: 1544, Location ID: P4CoMhL1UWrhNnx4DGknBw_41.876475_-87.660596, lat:41.876475, long:-87.660596, alt2282, time(sec): 15.165291786193848
Item: 1545, Location ID: CF6CMEtRf3k-xLE0zGcReQ_41.883560_-87.654407, lat:41.88356, long:-87.654407, alt2285, time(sec): 16.137812614440918
Item: 1546, Location ID: _61uRCRPyzskRmMwd1uisA_41.874346_-87.658978, lat:41.874346, long:-87.658978, alt2285, time(sec): 14.159899950027466
Item: 1547, Location ID: OYM94h1eo2hFAfv_5Gb2_Q_41.880079_-87.629992, lat:41.880079, long:-87.629992, alt2283, time(sec): 17.16831135749817
Item: 1548, Location ID: A1Al5a8YGkGnEOa79O2Kfg_41.889222_-87.629179, lat:41.889222, long:-87.629179, alt2287, time(sec): 15.147976636886597
Item: 1549, Location ID: Y3FXf5UzrHaHO5PWEEIoVw_41.885123_-87.625542, lat:41.885123, long:-87.625542, alt2281, time(sec): 15.224806308746338
Item: 1550, Location ID: ZenAxy2LC13z4p5hG9bwcA_41.894346_-87.690471, lat:41.894346, long:-87.690471, alt2282, time(sec): 15.1366605758667
Item: 1551, Location ID: _SrvBsKGb_Yu9J4ANbJCAA_41.893404_-87.621104, lat:41.893404, long:-87.621104, alt2298, time(sec): 17.15006184577942
Item: 1552, Location ID: uyfKuuQdBamoNSEpsdpNJA_41.891076_-87.685158, lat:41.891076, long:-87.685158, alt2282, time(sec): 14.165996789932251
Item: 1553, Location ID: Bhw3DS33S3T5gNFve8j-9g_41.871913_-87.651748, lat:41.871913, long:-87.651748, alt2313, time(sec): 15.13442873954773
Item: 1554, Location ID: -7-33jzJTL2EIaQ4rvTkDg_41.861948_-87.676160, lat:41.861948, long:-87.67616, alt2285, time(sec): 14.159012079238892
Item: 1555, Location ID: K1k2ZJYvEXJFxo286g3QhQ_41.864549_-87.639487, lat:41.864549, long:-87.639487, alt2281, time(sec): 14.154638767242432
Item: 1556, Location ID: JEFQtRz3o_6TQJGWW-mFsQ_41.857096_-87.648903, lat:41.857096, long:-87.648903, alt2282, time(sec): 15.237159013748169
Item: 1557, Location ID: s6FO4i3e8uG3fu70urZq7g_41.886611_-87.690951, lat:41.886611, long:-87.690951, alt2286, time(sec): 14.15133285522461
Item: 1558, Location ID: mG5gfh94P_UUApwqu8nu7w_41.874593_-87.626850, lat:41.874593, long:-87.62685, alt2282, time(sec): 16.145103216171265
Item: 1559, Location ID: twqd-QfzXsP0S6FKhnO9sw_41.863149_-87.676180, lat:41.863149, long:-87.67618, alt2284, time(sec): 14.190719842910767
Item: 1560, Location ID: 4TZcD-1AO7SDGaZ3iKVUKg_41.883711_-87.655582, lat:41.883711, long:-87.655582, alt2285, time(sec): 15.155165195465088
Item: 1561, Location ID: PRo_EbrxBpRxKLiFMabv_g_41.881169_-87.684403, lat:41.881169, long:-87.684403, alt2281, time(sec): 14.158406496047974
Item: 1562, Location ID: fYEoDlNXlKHUTUI8kQ4xJQ_41.880402_-87.676592, lat:41.880402, long:-87.676592, alt2284, time(sec): 14.199925184249878
Item: 1563, Location ID: _7HL_GAIXFr_YCwPdmcd-w_41.868303_-87.679891, lat:41.868303, long:-87.679891, alt2282, time(sec): 14.141422033309937
Item: 1564, Location ID: 4W37va6cK-AAooEQJmC1mw_41.894844_-87.686280, lat:41.894844, long:-87.68628, alt2286, time(sec): 14.146113157272339
Item: 1565, Location ID: mbNCBUEB5SYO_pmn5OhcMw_41.868827_-87.672566, lat:41.868827, long:-87.672566, alt2284, time(sec): 15.117037773132324
Item: 1566, Location ID: mmv8jxgAZuI0SnGtUdAFRA_41.874085_-87.633661, lat:41.874085, long:-87.633661, alt2281, time(sec): 15.1307373046875
Item: 1567, Location ID: LEMf5KEpkpADT2nP_hAx8Q_41.879949_-87.680182, lat:41.879949, long:-87.680182, alt2286, time(sec): 14.160098314285278
Item: 1568, Location ID: kxjGYx5ZEV8ALrUetnMJ3g_41.856661_-87.690655, lat:41.856661, long:-87.690655, alt2283, time(sec): 15.142038822174072
Item: 1569, Location ID: gfEmbGPnq6B5B5Dy0OyKrA_41.881112_-87.639669, lat:41.881112, long:-87.639669, alt2284, time(sec): 16.30396604537964
Item: 1570, Location ID: OzjSMbPfp6D6doIaWw9K5g_41.859052_-87.687409, lat:41.859052, long:-87.687409, alt2284, time(sec): 14.144725322723389
Item: 1571, Location ID: O0GMQOFXtGHqti3hLz5o_A_41.879864_-87.685509, lat:41.879864, long:-87.685509, alt2282, time(sec): 14.14539361000061
Item: 1572, Location ID: 62r5oEOnY6fcAhm6MC9qbw_41.856107_-87.673495, lat:41.856107, long:-87.673495, alt2285, time(sec): 15.157482385635376
Item: 1573, Location ID: 5TifXWxe_yJ5oDg_ZDjFNg_41.867098_-87.627494, lat:41.867098, long:-87.627494, alt2283, time(sec): 16.155167818069458
Item: 1574, Location ID: Ajs47Fk-0sL6Jl6L9DX2iQ_41.853837_-87.691175, lat:41.853837, long:-87.691175, alt2284, time(sec): 14.151539325714111
Item: 1575, Location ID: A6RZGWhQw5gg65vtkub7bA_41.881589_-87.626184, lat:41.881589, long:-87.626184, alt2282, time(sec): 16.09289574623108
Item: 1576, Location ID: Zy8thNinhX9ljGCD4XNCow_41.854442_-87.680197, lat:41.854442, long:-87.680197, alt2283, time(sec): 14.120515823364258
Item: 1577, Location ID: ytNSeK1Rbu1hNREhwmeptA_41.891597_-87.665546, lat:41.891597, long:-87.665546, alt2282, time(sec): 15.157263994216919
Item: 1578, Location ID: suqEZ1M-9TqHiHJ33PgKdA_41.874371_-87.649451, lat:41.874371, long:-87.649451, alt2279, time(sec): 15.11631727218628
Item: 1579, Location ID: f7grGZgOiSnwFBA6xtGcQg_41.871003_-87.666704, lat:41.871003, long:-87.666704, alt2289, time(sec): 15.169346809387207
Item: 1580, Location ID: UjBT1tRJQW3t1G0yuXACZA_41.883148_-87.637009, lat:41.883148, long:-87.637009, alt2283, time(sec): 16.245529651641846
Item: 1581, Location ID: sLJ_kJXSd8OhBnyuFBu3cA_41.892826_-87.670716, lat:41.892826, long:-87.670716, alt2281, time(sec): 15.172186136245728
Item: 1582, Location ID: kTG31gNYU16vFLshjP6YeQ_41.890283_-87.634044, lat:41.890283, long:-87.634044, alt2284, time(sec): 16.205036878585815
Item: 1583, Location ID: CBxPm0WPG1Bhmd8zEyRBTA_41.878478_-87.619614, lat:41.878478, long:-87.619614, alt2278, time(sec): 14.176717758178711
Item: 1584, Location ID: WjrVTJtBHvIo-O9DpoQF1Q_41.856848_-87.669611, lat:41.856848, long:-87.669611, alt2281, time(sec): 15.142388343811035
Item: 1585, Location ID: 5UdTNCD_srei3tk9Nn77uA_41.894776_-87.634985, lat:41.894776, long:-87.634985, alt2288, time(sec): 15.134897232055664
Item: 1586, Location ID: OWU72QJGtytN-mhoke4FYw_41.890584_-87.668282, lat:41.890584, long:-87.668282, alt2283, time(sec): 14.160915851593018
Item: 1587, Location ID: ZU2dq1rgzO4hkYdML9mUWg_41.871450_-87.677440, lat:41.87145, long:-87.67744, alt2284, time(sec): 15.145872116088867
Item: 1588, Location ID: 0BC1lQB1_eXbQAkZ5pM2OQ_41.856887_-87.630141, lat:41.856887, long:-87.630141, alt2283, time(sec): 15.154590845108032
Item: 1589, Location ID: qihGclxUfuVhrPofZvfpvQ_41.878131_-87.631882, lat:41.878131, long:-87.631882, alt2348, time(sec): 16.141969680786133
Item: 1590, Location ID: L-ZpU9iAvwCNJHYakDwqyw_41.890240_-87.632500, lat:41.89024, long:-87.6325, alt2279, time(sec): 15.18370771408081
Item: 1591, Location ID: mkHb6T3sdAFIcpJp9lqQAg_41.867390_-87.623124, lat:41.86739, long:-87.623124, alt2291, time(sec): 15.148614168167114
Item: 1592, Location ID: obhaY2kCxau2bARMywsZMA_41.884708_-87.630956, lat:41.884708, long:-87.630956, alt2281, time(sec): 15.14481806755066
Item: 1593, Location ID: iuaXoeXR3YdD6x_tlPqbZw_41.870116_-87.648626, lat:41.870116, long:-87.648626, alt2286, time(sec): 15.15622854232788
Item: 1594, Location ID: HpXOiAfmFRUMjEgR-NNZJA_41.867993_-87.671362, lat:41.867993, long:-87.671362, alt2287, time(sec): 14.172333002090454
Item: 1595, Location ID: yrwOkHfbKmR1M43CvsYr8Q_41.881171_-87.649885, lat:41.881171, long:-87.649885, alt2281, time(sec): 15.203078031539917
Item: 1596, Location ID: QaMXvocTqsSF_es_5RX9sw_41.867273_-87.678114, lat:41.867273, long:-87.678114, alt2292, time(sec): 14.168519973754883
Item: 1597, Location ID: HSaTmsb1fbiBGt_sEemcxw_41.853770_-87.657544, lat:41.85377, long:-87.657544, alt2282, time(sec): 15.142153263092041
Item: 1598, Location ID: M7AIhzK6beqMNYNZ7hcHCA_41.865922_-87.671682, lat:41.865922, long:-87.671682, alt2283, time(sec): 14.18397307395935
Item: 1599, Location ID: DYjwEOn5v4qq86TffQ5vYA_41.889352_-87.688169, lat:41.889352, long:-87.688169, alt2286, time(sec): 14.1573646068573
Item: 1600, Location ID: 7gySIP9nZoPhMWWlc4rFdQ_41.875765_-87.633754, lat:41.875765, long:-87.633754, alt2279, time(sec): 15.139215230941772
Item: 1601, Location ID: umDqtU8gsEV1Fxxldfwjxw_41.880208_-87.665633, lat:41.880208, long:-87.665633, alt2284, time(sec): 15.168898582458496
Item: 1602, Location ID: GBNLBe3IWf0-8FZqk4YseQ_41.887117_-87.679258, lat:41.887117, long:-87.679258, alt2284, time(sec): 14.142509460449219
Item: 1603, Location ID: Dbk9vaGR9-BvTffplZGLsg_41.867081_-87.667034, lat:41.867081, long:-87.667034, alt2291, time(sec): 14.170892715454102
Item: 1604, Location ID: siyc_Exnbu6Xj9GEVwWVeQ_41.852130_-87.690548, lat:41.85213, long:-87.690548, alt2282, time(sec): 15.131466388702393
Item: 1605, Location ID: VEfb8Bq-6QcOhqQtl73XEA_41.873196_-87.666100, lat:41.873196, long:-87.6661, alt2286, time(sec): 15.167531251907349
Item: 1606, Location ID: jk05zh1asSjOgDzkOKDhUA_41.894617_-87.672868, lat:41.894617, long:-87.672868, alt2283, time(sec): 16.13890767097473
Item: 1607, Location ID: dM9_PEwF4B9J1zCVJ1dOQw_41.881206_-87.682766, lat:41.881206, long:-87.682766, alt2281, time(sec): 14.160279750823975
Item: 1608, Location ID: fleYo2JS34GhANyd3dfr5Q_41.884801_-87.648305, lat:41.884801, long:-87.648305, alt2283, time(sec): 15.154933214187622
Item: 1609, Location ID: rC2k_D0ztLVa2heYmbT-Mw_41.880684_-87.689194, lat:41.880684, long:-87.689194, alt2284, time(sec): 14.193960666656494
Item: 1610, Location ID: 7lFd6IOksUJObwKJlqEfMQ_41.877496_-87.639566, lat:41.877496, long:-87.639566, alt2285, time(sec): 15.167600870132446
Item: 1611, Location ID: tGNMBN7mLoN0S1bPwjhA0A_41.868354_-87.637959, lat:41.868354, long:-87.637959, alt2278, time(sec): 15.176811218261719
Item: 1612, Location ID: gCaof3Znbs4rAmQm8h0jUw_41.869760_-87.624243, lat:41.86976, long:-87.624243, alt2287, time(sec): 15.202286958694458
Item: 1613, Location ID: HKbItX8MsrMKXKJXbqkOTg_41.882966_-87.689678, lat:41.882966, long:-87.689678, alt2287, time(sec): 14.164474725723267
Item: 1614, Location ID: Wm3V6TcbcX6wSWaur6yi1g_41.860757_-87.666270, lat:41.860757, long:-87.66627, alt2286, time(sec): 14.150931119918823
Item: 1615, Location ID: EvKOpANnn0BrBHd3PcAL_w_41.852827_-87.655703, lat:41.852827, long:-87.655703, alt2280, time(sec): 15.196287393569946
Item: 1616, Location ID: 5haqLh1xj4rDkVCS8uiLaw_41.876202_-87.661533, lat:41.876202, long:-87.661533, alt2277, time(sec): 15.133877038955688
Item: 1617, Location ID: QmgZJ4s5VJU0-P4A0961Yg_41.857251_-87.671078, lat:41.857251, long:-87.671078, alt2284, time(sec): 14.151341199874878
Item: 1618, Location ID: GJZlsynR0imsOm_-MwayZg_41.883864_-87.686001, lat:41.883864, long:-87.686001, alt2283, time(sec): 14.136447191238403
Item: 1619, Location ID: eYZE-hhxGmtGi0f32aqFqQ_41.891619_-87.650560, lat:41.891619, long:-87.65056, alt2275, time(sec): 15.147132635116577
Item: 1620, Location ID: nciIoTyaKH7tR-aAlTDCHA_41.867886_-87.639552, lat:41.867886, long:-87.639552, alt2285, time(sec): 14.18845820426941
Item: 1621, Location ID: vW760KkNqIw6Z_UjrOJMvw_41.858116_-87.617598, lat:41.858116, long:-87.617598, alt2280, time(sec): 15.111140966415405
Item: 1622, Location ID: t9SavR9Ge3ngFWEnVzIOQw_41.852112_-87.618705, lat:41.852112, long:-87.618705, alt2287, time(sec): 15.188039064407349
Item: 1623, Location ID: 2qVrzqFFd3DMdcfMg8a7Cg_41.892617_-87.683680, lat:41.892617, long:-87.68368, alt2282, time(sec): 14.131774663925171
Item: 1624, Location ID: IQhTxQTyIjmiVM5fOWGlXA_41.852165_-87.656235, lat:41.852165, long:-87.656235, alt2280, time(sec): 14.137485027313232
Item: 1625, Location ID: S-R5lzDo0wIJv5oIY8wOrw_41.861151_-87.646716, lat:41.861151, long:-87.646716, alt2280, time(sec): 15.142953395843506
Item: 1626, Location ID: XiD1QA5gZmOkL__odVZ8Dw_41.862424_-87.641592, lat:41.862424, long:-87.641592, alt2291, time(sec): 14.181876182556152
Item: 1627, Location ID: 7j2I9vjOLopzGMkrwQk03w_41.863428_-87.656869, lat:41.863428, long:-87.656869, alt2285, time(sec): 15.165267705917358
Item: 1628, Location ID: pP_A5ukyemgT89eosGbPjw_41.863988_-87.678685, lat:41.863988, long:-87.678685, alt2283, time(sec): 14.214722871780396
Item: 1629, Location ID: 8xPPTrIDsVaU1fXVQdMcXw_41.862099_-87.690830, lat:41.862099, long:-87.69083, alt2287, time(sec): 15.23182463645935
Item: 1630, Location ID: qAYttlSnIdQmCgl3UnOq7Q_41.868431_-87.643720, lat:41.868431, long:-87.64372, alt2277, time(sec): 14.126422882080078
Item: 1631, Location ID: 541_H0ae4Gb3eGSBQMqf7Q_41.866454_-87.618040, lat:41.866454, long:-87.61804, alt2294, time(sec): 15.227686166763306
Item: 1632, Location ID: TcWbpdnYWbV-Jl0pWzzUKw_41.889518_-87.632490, lat:41.889518, long:-87.63249, alt2290, time(sec): 16.12916588783264
Item: 1633, Location ID: momxgCmR-fTlrVnvxRMEvg_41.857673_-87.674516, lat:41.857673, long:-87.674516, alt2284, time(sec): 14.145393133163452
Item: 1634, Location ID: 7M6O3Kb7cFrkdJbnmI1ZQA_41.866511_-87.622661, lat:41.866511, long:-87.622661, alt2290, time(sec): 15.139486074447632
Item: 1635, Location ID: vRfbijKJWowCU0xk8bCwVQ_41.872023_-87.651139, lat:41.872023, long:-87.651139, alt2323, time(sec): 15.198522090911865
Item: 1636, Location ID: 8yCpgp4mMToSTpBNqtElrA_41.875261_-87.662554, lat:41.875261, long:-87.662554, alt2280, time(sec): 15.17146897315979
Item: 1637, Location ID: BjnASmlsHIZ8KgEJSqPKxQ_41.891605_-87.667787, lat:41.891605, long:-87.667787, alt2282, time(sec): 15.157474756240845
Item: 1638, Location ID: 13hdFgT1MZ-epx4dXQedbw_41.869807_-87.657265, lat:41.869807, long:-87.657265, alt2281, time(sec): 15.13117790222168
Item: 1639, Location ID: QoUI_xFTru2ppSO5akEprg_41.876309_-87.639837, lat:41.876309, long:-87.639837, alt2295, time(sec): 15.158433198928833
Item: 1640, Location ID: v_Ozgd1-xBvrbnWYfXP9bA_41.872802_-87.617306, lat:41.872802, long:-87.617306, alt2280, time(sec): 14.175214052200317
Item: 1641, Location ID: bO4W5eLr4UWRfWsEC15_HA_41.859511_-87.660423, lat:41.859511, long:-87.660423, alt2285, time(sec): 15.149501323699951
Item: 1642, Location ID: Pv2UCbPalDCmEXe10HDXlg_41.859516_-87.627164, lat:41.859516, long:-87.627164, alt2281, time(sec): 15.194182395935059
Item: 1643, Location ID: PspzH5OTYK7iI6hwOzGbJA_41.870268_-87.680786, lat:41.870268, long:-87.680786, alt2279, time(sec): 14.133988380432129
Item: 1644, Location ID: z_u4Z4uH459VQVoT8VlAEQ_41.888504_-87.640236, lat:41.888504, long:-87.640236, alt2281, time(sec): 16.185441255569458
Item: 1645, Location ID: s98_Tb6lfb_nKOM0UhPJVQ_41.852724_-87.688628, lat:41.852724, long:-87.688628, alt2282, time(sec): 15.197312116622925
Item: 1646, Location ID: kZdgb_VNySQl3CUSIgqUcw_41.877902_-87.689395, lat:41.877902, long:-87.689395, alt2283, time(sec): 14.169494867324829
Item: 1647, Location ID: IuwtTQ4_YPo6WAbhkYaobA_41.873634_-87.678885, lat:41.873634, long:-87.678885, alt2279, time(sec): 14.14458417892456
Item: 1648, Location ID: Oql_-xLojoDIYqyejCMThg_41.859975_-87.641020, lat:41.859975, long:-87.64102, alt2279, time(sec): 14.13940143585205
Item: 1649, Location ID: nMQiTsmMnxPdEAN_ku3NfQ_41.862299_-87.617499, lat:41.862299, long:-87.617499, alt2288, time(sec): 15.193959712982178
Item: 1650, Location ID: Dh5O7jSP5rhMOoxk1Blm1g_41.891156_-87.680529, lat:41.891156, long:-87.680529, alt2284, time(sec): 15.168782949447632
Item: 1651, Location ID: mrbRSCO1SJDCPJSfap2S1w_41.865838_-87.630557, lat:41.865838, long:-87.630557, alt2285, time(sec): 15.128632307052612
Item: 1652, Location ID: OmCpwZ3iNqBJVcdojX0-4Q_41.877708_-87.660659, lat:41.877708, long:-87.660659, alt2285, time(sec): 15.147777080535889
Item: 1653, Location ID: zXTTZVov90LNNvMCkfBqTg_41.888880_-87.665640, lat:41.88888, long:-87.66564, alt2286, time(sec): 14.155580043792725
Item: 1654, Location ID: QOHh_xmRhVGf8I593mhaLw_41.891262_-87.639884, lat:41.891262, long:-87.639884, alt2284, time(sec): 15.19713544845581
Item: 1655, Location ID: VQ368IutSbqFl5MuMvEV0A_41.873717_-87.626840, lat:41.873717, long:-87.62684, alt2289, time(sec): 16.15582299232483
Item: 1656, Location ID: 9RHsMWzLJ-e_n-TEYkYZQg_41.866110_-87.685949, lat:41.86611, long:-87.685949, alt2282, time(sec): 14.163984537124634
Item: 1657, Location ID: 33gI48frD2zsuyBUB3W4BA_41.889150_-87.633672, lat:41.88915, long:-87.633672, alt2289, time(sec): 15.162745714187622
Item: 1658, Location ID: ysMKbnwpdaO1FSR4t2GWAg_41.888054_-87.631039, lat:41.888054, long:-87.631039, alt2270, time(sec): 14.141989707946777
Item: 1659, Location ID: 3zbS5lDBZTlAiGK_KdoojQ_41.879303_-87.641104, lat:41.879303, long:-87.641104, alt2296, time(sec): 16.12187123298645
Item: 1660, Location ID: GoK1dc5zhzaH8827n-5a0g_41.885130_-87.654474, lat:41.88513, long:-87.654474, alt2288, time(sec): 16.182633638381958
Item: 1661, Location ID: ab_BPoAvMs2pSPxEKqt1NA_41.856850_-87.667402, lat:41.85685, long:-87.667402, alt2281, time(sec): 15.129536867141724
Item: 1662, Location ID: R_LdpzzUKIP45mgsKDEnQw_41.888124_-87.647026, lat:41.888124, long:-87.647026, alt2281, time(sec): 15.127469301223755
Item: 1663, Location ID: L_6RIMv5s6CrnUxryt3e_Q_41.894003_-87.682767, lat:41.894003, long:-87.682767, alt2285, time(sec): 14.170647144317627
Item: 1664, Location ID: FrYEu8n9O2veDDR-iKJglw_41.866355_-87.617533, lat:41.866355, long:-87.617533, alt2301, time(sec): 15.144668340682983
Item: 1665, Location ID: uWUmOnoyzBuURWFaCx7ylg_41.863479_-87.690889, lat:41.863479, long:-87.690889, alt2285, time(sec): 14.172937393188477
Item: 1666, Location ID: F7rQEFsfQtZXN8ihYAhiRQ_41.879063_-87.617602, lat:41.879063, long:-87.617602, alt2286, time(sec): 14.121981143951416
Item: 1667, Location ID: 81fxBqBjnha9CGJTGU8YOw_41.852806_-87.639214, lat:41.852806, long:-87.639214, alt2282, time(sec): 16.176101446151733
Item: 1668, Location ID: -W-wlngpuSoJ4_oX5a-efA_41.865481_-87.648059, lat:41.865481, long:-87.648059, alt2282, time(sec): 14.202686548233032
Item: 1669, Location ID: ECsekqJwbGs4sSUQot1cUw_41.890382_-87.651086, lat:41.890382, long:-87.651086, alt2302, time(sec): 14.17675495147705
Item: 1670, Location ID: KcwwzATcyIJkSMB6OeCjfw_41.880474_-87.647609, lat:41.880474, long:-87.647609, alt2282, time(sec): 15.12222170829773
Item: 1671, Location ID: Yx8c9S43_7_suFabipm-uw_41.877889_-87.651257, lat:41.877889, long:-87.651257, alt2284, time(sec): 14.221217632293701
Item: 1672, Location ID: F_TuGttJCaorHqvSX5fkpQ_41.880448_-87.619866, lat:41.880448, long:-87.619866, alt2281, time(sec): 14.208038330078125
Item: 1673, Location ID: UWPk4GVULUVBbbaL-Bd1jg_41.861941_-87.628064, lat:41.861941, long:-87.628064, alt2283, time(sec): 15.151502132415771
Item: 1674, Location ID: 5bysdjepG34v5gHjWdQumQ_41.859983_-87.641516, lat:41.859983, long:-87.641516, alt2280, time(sec): 14.15893030166626
Item: 1675, Location ID: cP3DaKMwD9asqJHnH1n14w_41.855695_-87.665327, lat:41.855695, long:-87.665327, alt2283, time(sec): 15.167724609375
Item: 1676, Location ID: WvQkJ3uHP0oRf43bFotUWA_41.871824_-87.629645, lat:41.871824, long:-87.629645, alt2282, time(sec): 16.13157033920288
Item: 1677, Location ID: e2dvKS9bxMs7e0eZtAww1Q_41.860559_-87.663879, lat:41.860559, long:-87.663879, alt2286, time(sec): 14.15981936454773
Item: 1678, Location ID: Dd7fn28cMZFwAaZ3GT6qUA_41.854888_-87.679331, lat:41.854888, long:-87.679331, alt2285, time(sec): 15.152937650680542
Item: 1679, Location ID: uOvRk1uqoU0QlQaP1lQanQ_41.855651_-87.661245, lat:41.855651, long:-87.661245, alt2282, time(sec): 14.25085163116455
Item: 1680, Location ID: BtgVHLNxV0orSINgpbyGBw_41.876827_-87.636235, lat:41.876827, long:-87.636235, alt2282, time(sec): 16.144312381744385
Item: 1681, Location ID: weDxV6X-wO0P5GcRrACjvw_41.884807_-87.647824, lat:41.884807, long:-87.647824, alt2282, time(sec): 15.232337951660156
Item: 1682, Location ID: 8HaUFoRy2xVLFm-b7E4Nsw_41.886808_-87.640314, lat:41.886808, long:-87.640314, alt2283, time(sec): 15.224579334259033
Item: 1683, Location ID: oTD8MPGWLR0Wt0t0mtvQng_41.888245_-87.686597, lat:41.888245, long:-87.686597, alt2285, time(sec): 14.224874496459961
Item: 1684, Location ID: Bwy4AV3Xbu1G_NrWfzCVcA_41.884509_-87.671419, lat:41.884509, long:-87.671419, alt2284, time(sec): 15.19507884979248
Item: 1685, Location ID: owcNcr9cVt--CYEVXOtMaQ_41.890559_-87.666208, lat:41.890559, long:-87.666208, alt2282, time(sec): 15.22618818283081
